timeNow = 2023-04-09 12:15:17.795599, len(dataFromDaq) = 3278, R->W thresh = 1.0, self.currentCh2Intensity = 0
timeNow = 2023-04-09 12:16:59.926970, len(dataFromDaq) = 3293, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:16:59.950972, len(dataFromDaq) = 3300, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:16:59.956974, len(dataFromDaq) = 3328, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:16:59.961972, len(dataFromDaq) = 3294, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:16:59.967973, len(dataFromDaq) = 3281, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:16:59.993970, len(dataFromDaq) = 3288, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:00.000972, len(dataFromDaq) = 3280, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:00.006970, len(dataFromDaq) = 3283, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:00.011972, len(dataFromDaq) = 3294, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:00.040972, len(dataFromDaq) = 3276, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:00.047972, len(dataFromDaq) = 3277, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:00.055972, len(dataFromDaq) = 3288, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:00.061972, len(dataFromDaq) = 3267, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:00.085971, len(dataFromDaq) = 3260, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:00.091970, len(dataFromDaq) = 3275, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:00.097973, len(dataFromDaq) = 3255, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:00.104972, len(dataFromDaq) = 3286, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:00.127970, len(dataFromDaq) = 3266, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:00.134973, len(dataFromDaq) = 3249, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:00.140973, len(dataFromDaq) = 3279, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:00.145972, len(dataFromDaq) = 3276, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:00.171970, len(dataFromDaq) = 3267, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:00.178970, len(dataFromDaq) = 3281, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:00.186971, len(dataFromDaq) = 3284, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:00.193974, len(dataFromDaq) = 3264, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:00.218970, len(dataFromDaq) = 3269, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:00.225974, len(dataFromDaq) = 3259, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:00.234972, len(dataFromDaq) = 3253, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:00.242971, len(dataFromDaq) = 3264, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:00.266971, len(dataFromDaq) = 3280, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:00.272973, len(dataFromDaq) = 3247, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:00.278973, len(dataFromDaq) = 3263, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:00.287971, len(dataFromDaq) = 3261, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:00.311970, len(dataFromDaq) = 3246, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:00.320972, len(dataFromDaq) = 3250, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:00.325970, len(dataFromDaq) = 3279, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:00.331974, len(dataFromDaq) = 3245, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:00.356970, len(dataFromDaq) = 3265, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:00.362976, len(dataFromDaq) = 3254, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:00.368970, len(dataFromDaq) = 3232, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:00.372972, len(dataFromDaq) = 3258, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:00.393970, len(dataFromDaq) = 3251, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:00.400970, len(dataFromDaq) = 3262, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:00.405970, len(dataFromDaq) = 3264, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:00.410972, len(dataFromDaq) = 3242, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:00.433970, len(dataFromDaq) = 3260, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:00.438970, len(dataFromDaq) = 3259, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:00.444971, len(dataFromDaq) = 3219, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:00.450970, len(dataFromDaq) = 3135, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:00.476970, len(dataFromDaq) = 3336, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:00.482971, len(dataFromDaq) = 3235, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:00.488970, len(dataFromDaq) = 3206, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:00.493970, len(dataFromDaq) = 3167, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:00.517971, len(dataFromDaq) = 3175, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:00.523970, len(dataFromDaq) = 3174, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:00.528970, len(dataFromDaq) = 3181, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:00.535971, len(dataFromDaq) = 3156, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:00.559972, len(dataFromDaq) = 3171, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:00.567971, len(dataFromDaq) = 3281, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:00.575972, len(dataFromDaq) = 3279, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:00.586973, len(dataFromDaq) = 3259, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:00.610970, len(dataFromDaq) = 3274, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:00.616970, len(dataFromDaq) = 3291, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:00.620970, len(dataFromDaq) = 3263, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:00.625974, len(dataFromDaq) = 3249, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:00.646970, len(dataFromDaq) = 3263, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:00.654970, len(dataFromDaq) = 3280, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:00.660970, len(dataFromDaq) = 3255, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:00.664973, len(dataFromDaq) = 3260, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:00.685970, len(dataFromDaq) = 3294, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:00.690970, len(dataFromDaq) = 3263, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:00.695970, len(dataFromDaq) = 3250, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:00.700971, len(dataFromDaq) = 3288, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:00.724970, len(dataFromDaq) = 3245, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:00.730970, len(dataFromDaq) = 3260, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:00.736971, len(dataFromDaq) = 3277, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:00.742970, len(dataFromDaq) = 3287, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:00.765973, len(dataFromDaq) = 3267, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:00.772973, len(dataFromDaq) = 3274, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:00.779971, len(dataFromDaq) = 3257, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:00.787970, len(dataFromDaq) = 3248, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:00.811970, len(dataFromDaq) = 3273, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:00.818970, len(dataFromDaq) = 3237, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:00.823972, len(dataFromDaq) = 3246, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:00.830970, len(dataFromDaq) = 3270, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:00.857971, len(dataFromDaq) = 3238, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:00.863973, len(dataFromDaq) = 3264, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:00.870971, len(dataFromDaq) = 3260, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:00.876973, len(dataFromDaq) = 3259, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:00.901971, len(dataFromDaq) = 3269, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:00.908971, len(dataFromDaq) = 3252, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:00.913973, len(dataFromDaq) = 3245, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:00.919972, len(dataFromDaq) = 3263, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:00.943970, len(dataFromDaq) = 3252, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:00.950970, len(dataFromDaq) = 3274, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:00.957973, len(dataFromDaq) = 3253, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:00.962974, len(dataFromDaq) = 3263, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:00.988972, len(dataFromDaq) = 3262, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:00.995970, len(dataFromDaq) = 3232, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:01.002971, len(dataFromDaq) = 3254, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:01.007970, len(dataFromDaq) = 3221, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:01.034970, len(dataFromDaq) = 3225, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:01.040972, len(dataFromDaq) = 3268, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:01.046970, len(dataFromDaq) = 3251, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:01.052972, len(dataFromDaq) = 3254, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:01.077973, len(dataFromDaq) = 3280, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:01.084972, len(dataFromDaq) = 3282, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:01.090971, len(dataFromDaq) = 3247, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:01.095970, len(dataFromDaq) = 3153, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:01.122970, len(dataFromDaq) = 3340, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:01.129971, len(dataFromDaq) = 3273, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:01.134970, len(dataFromDaq) = 3214, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:01.140972, len(dataFromDaq) = 3144, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:01.163969, len(dataFromDaq) = 3147, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:01.169972, len(dataFromDaq) = 3169, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:01.175970, len(dataFromDaq) = 3167, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:01.180972, len(dataFromDaq) = 3136, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:01.205970, len(dataFromDaq) = 3155, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:01.211970, len(dataFromDaq) = 3303, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:01.216972, len(dataFromDaq) = 3304, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:01.221972, len(dataFromDaq) = 3276, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:01.244971, len(dataFromDaq) = 3310, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:01.251970, len(dataFromDaq) = 3286, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:01.257971, len(dataFromDaq) = 3283, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:01.263972, len(dataFromDaq) = 3286, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:01.287970, len(dataFromDaq) = 3249, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:01.294970, len(dataFromDaq) = 3254, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:01.300971, len(dataFromDaq) = 3280, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:01.306971, len(dataFromDaq) = 3257, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:01.329970, len(dataFromDaq) = 3251, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:01.336971, len(dataFromDaq) = 3266, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:01.341970, len(dataFromDaq) = 3252, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:01.346970, len(dataFromDaq) = 3244, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:01.371970, len(dataFromDaq) = 3264, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:01.379970, len(dataFromDaq) = 3270, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:01.384971, len(dataFromDaq) = 3250, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:01.388972, len(dataFromDaq) = 3267, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:01.410970, len(dataFromDaq) = 3262, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:01.418970, len(dataFromDaq) = 3237, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:01.424970, len(dataFromDaq) = 3257, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:01.428970, len(dataFromDaq) = 3251, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:01.454970, len(dataFromDaq) = 3239, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:01.460973, len(dataFromDaq) = 3253, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:01.465970, len(dataFromDaq) = 3252, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:01.470970, len(dataFromDaq) = 3251, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:01.491970, len(dataFromDaq) = 3232, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:01.497972, len(dataFromDaq) = 3245, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:01.502970, len(dataFromDaq) = 3252, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:01.508971, len(dataFromDaq) = 3261, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:01.533973, len(dataFromDaq) = 3234, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:01.541977, len(dataFromDaq) = 3274, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:01.550971, len(dataFromDaq) = 3237, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:01.555970, len(dataFromDaq) = 3236, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:01.580972, len(dataFromDaq) = 3221, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:01.588972, len(dataFromDaq) = 3252, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:01.594970, len(dataFromDaq) = 3234, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:01.600971, len(dataFromDaq) = 3251, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:01.622970, len(dataFromDaq) = 3250, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:01.628973, len(dataFromDaq) = 3243, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:01.634970, len(dataFromDaq) = 3255, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:01.639970, len(dataFromDaq) = 3241, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:01.660971, len(dataFromDaq) = 3235, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:01.666971, len(dataFromDaq) = 3246, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:01.672971, len(dataFromDaq) = 3242, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:01.676973, len(dataFromDaq) = 3238, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:01.700973, len(dataFromDaq) = 3252, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:01.706970, len(dataFromDaq) = 3239, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:01.710972, len(dataFromDaq) = 3212, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:01.716972, len(dataFromDaq) = 3115, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:01.740970, len(dataFromDaq) = 3318, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:01.746972, len(dataFromDaq) = 3191, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:01.752970, len(dataFromDaq) = 3209, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:01.756970, len(dataFromDaq) = 3151, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:01.779970, len(dataFromDaq) = 3162, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:01.785970, len(dataFromDaq) = 3184, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:01.791971, len(dataFromDaq) = 3153, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:01.797975, len(dataFromDaq) = 3139, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:01.823970, len(dataFromDaq) = 3168, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:01.831971, len(dataFromDaq) = 3254, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:01.836970, len(dataFromDaq) = 3267, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:01.842970, len(dataFromDaq) = 3300, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:01.865971, len(dataFromDaq) = 3259, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:01.871971, len(dataFromDaq) = 3259, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:01.876973, len(dataFromDaq) = 3264, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:01.884997, len(dataFromDaq) = 3246, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:01.914971, len(dataFromDaq) = 3273, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:01.923972, len(dataFromDaq) = 3253, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:01.931972, len(dataFromDaq) = 3259, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:01.938975, len(dataFromDaq) = 3275, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:01.965973, len(dataFromDaq) = 3256, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:01.975974, len(dataFromDaq) = 3256, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:01.982973, len(dataFromDaq) = 3294, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:01.989973, len(dataFromDaq) = 3258, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:02.015973, len(dataFromDaq) = 3254, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:02.024971, len(dataFromDaq) = 3287, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:02.031972, len(dataFromDaq) = 3260, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:02.039976, len(dataFromDaq) = 3246, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:02.063970, len(dataFromDaq) = 3258, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:02.072974, len(dataFromDaq) = 3272, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:02.078970, len(dataFromDaq) = 3253, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:02.086972, len(dataFromDaq) = 3251, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:02.111971, len(dataFromDaq) = 3254, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:02.118970, len(dataFromDaq) = 3260, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:02.124972, len(dataFromDaq) = 3246, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:02.131974, len(dataFromDaq) = 3228, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:02.159970, len(dataFromDaq) = 3257, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:02.168972, len(dataFromDaq) = 3245, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:02.174970, len(dataFromDaq) = 3254, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:02.182971, len(dataFromDaq) = 3249, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:02.208972, len(dataFromDaq) = 3248, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:02.214973, len(dataFromDaq) = 3231, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
